CustomerID,Gender,Age,Region,SubscriptionType,TenureMonths,MonthlyCharges,TotalCharges,PaymentMethod,SupportTickets,ContractType,Churn
CUST10307,Female,21,South,Basic,10,41.52,5595.85,Bank Transfer,0,Month-to-Month,No
CUST10308,Female,44,South,Premium,34,106.16,6149.7,Debit Card,6,Month-to-Month,No
CUST10309,Female,34,North,Basic,67,114.22,3585.49,UPI,0,One Year,No
CUST10310,Female,29,East,Basic,31,71.85,5760.16,Credit Card,2,One Year,Yes
CUST10311,Male,39,North,Basic,71,55.23,3153.3,Credit Card,7,One Year,No
CUST10312,Female,34,North,Premium,66,43.41,1768.98,Bank Transfer,8,Month-to-Month,No
CUST10313,Male,27,South,Basic,70,24.98,5098.15,Debit Card,2,Two Year,No
CUST10314,Male,18,North,Premium,41,46.85,7810.51,Bank Transfer,0,Month-to-Month,No
CUST10315,Female,39,South,Standard,63,85.42,2553.75,Bank Transfer,0,One Year,No
CUST10316,Male,43,South,Basic,32,73.36,3741.66,Credit Card,6,Month-to-Month,No
CUST10317,Male,35,West,Premium,20,114.4,5424.61,UPI,4,Month-to-Month,No
CUST10318,Male,67,North,Basic,57,59.63,4377.9,Credit Card,0,Two Year,Yes
CUST10319,Female,31,East,Basic,50,89.39,6763.08,Bank Transfer,5,Month-to-Month,Yes
CUST10320,Female,64,West,Premium,25,68.93,6117.77,Debit Card,5,Month-to-Month,No
CUST10321,Male,46,South,Standard,12,71.26,560.55,Debit Card,3,One Year,Yes
CUST10322,Female,29,South,Standard,71,46.78,7987.53,UPI,6,One Year,No
CUST10323,Female,53,East,Basic,39,65.5,6043.98,UPI,6,One Year,Yes
CUST10324,Female,52,South,Standard,17,67.08,6924.84,UPI,8,Month-to-Month,Yes
CUST10325,Female,69,North,Standard,45,90.66,5244.46,Bank Transfer,0,Month-to-Month,Yes
CUST10326,Male,29,West,Basic,11,114.06,6864.65,Bank Transfer,4,Two Year,No
CUST10327,Male,24,South,Basic,70,52.93,987.83,UPI,9,Month-to-Month,Yes
CUST10328,Female,46,South,Basic,23,24.22,2847.13,Debit Card,2,Two Year,Yes
CUST10329,Female,28,East,Basic,70,69.63,7023.73,Debit Card,6,Month-to-Month,Yes
CUST10330,Male,50,North,Premium,38,74.45,1693.08,Debit Card,3,One Year,No
CUST10331,Male,23,South,Standard,2,36.84,718.11,Bank Transfer,3,Month-to-Month,No
CUST10332,Female,64,East,Premium,37,96.05,6326.14,Credit Card,0,Month-to-Month,No
CUST10333,Male,32,South,Basic,49,118.49,6700.34,Debit Card,0,Two Year,Yes
CUST10334,Female,49,East,Standard,52,114.58,1384.95,Debit Card,9,Month-to-Month,No
CUST10335,Female,68,East,Basic,33,39.71,6849.33,Debit Card,1,One Year,No
CUST10336,Male,28,North,Basic,22,107.54,5525.47,UPI,1,One Year,No
CUST10337,Male,40,South,Basic,5,90.45,4208.65,Bank Transfer,0,One Year,No
CUST10338,Female,43,North,Basic,18,65.38,6658.98,UPI,7,Two Year,No
CUST10339,Female,51,East,Standard,38,74.06,3412.07,UPI,5,Month-to-Month,No
CUST10340,Male,63,West,Premium,37,104.96,1632.55,Credit Card,5,Month-to-Month,No
CUST10341,Female,51,South,Standard,64,68.01,2350.34,UPI,9,Month-to-Month,No
CUST10342,Male,46,West,Basic,10,57.32,4090.8,Credit Card,9,Month-to-Month,Yes
CUST10343,Female,21,South,Basic,42,69.32,4297.51,UPI,8,Month-to-Month,No
CUST10344,Male,34,North,Basic,48,77.91,6464.09,Debit Card,4,Month-to-Month,Yes
CUST10345,Male,52,North,Standard,44,38.91,6351.69,Bank Transfer,3,Month-to-Month,No
CUST10346,Male,30,North,Standard,16,110.09,4692.8,UPI,5,Month-to-Month,Yes
CUST10347,Female,58,North,Premium,54,87.42,6268.21,Credit Card,7,Month-to-Month,No
CUST10348,Female,56,North,Basic,35,83.33,1615.01,Bank Transfer,0,One Year,No
CUST10349,Male,32,West,Standard,28,29.95,495.51,Credit Card,6,Month-to-Month,No
CUST10350,Female,46,North,Standard,2,80.42,7001.71,Debit Card,7,Month-to-Month,Yes
CUST10351,Male,46,East,Standard,13,32.1,696.88,UPI,8,Two Year,No
CUST10352,Male,28,East,Standard,41,27.87,2048.84,Bank Transfer,7,Month-to-Month,No
CUST10353,Female,69,West,Standard,59,72.73,5593.02,Debit Card,6,Two Year,Yes
CUST10354,Female,49,South,Standard,69,60.28,3334.64,UPI,2,One Year,No
CUST10355,Male,19,East,Basic,53,78.88,7022.88,UPI,1,Month-to-Month,Yes
CUST10356,Female,64,South,Standard,45,28.92,2454.04,Credit Card,2,One Year,No
CUST10357,Female,31,West,Basic,20,63.1,193.78,Credit Card,3,One Year,Yes
CUST10358,Male,37,South,Standard,24,37.48,2475.18,Debit Card,3,Month-to-Month,No
CUST10359,Male,39,South,Standard,61,118.71,4666.79,Credit Card,5,Two Year,No
CUST10360,Female,28,South,Standard,58,76.12,3069.91,Debit Card,6,Month-to-Month,No
CUST10361,Male,44,South,Premium,27,88.74,4325.49,Debit Card,3,Month-to-Month,No
CUST10362,Male,20,West,Premium,26,52.54,7025.13,Debit Card,9,Month-to-Month,No
CUST10363,Female,34,East,Premium,7,29.47,7308.63,Credit Card,5,Month-to-Month,Yes
CUST10364,Male,61,North,Standard,42,117.59,2201.2,Bank Transfer,8,Month-to-Month,No
CUST10365,Male,45,South,Standard,47,48.63,3750.91,Debit Card,5,Two Year,No
CUST10366,Female,46,East,Standard,53,62.38,4438.24,Bank Transfer,2,Month-to-Month,Yes
CUST10367,Female,38,East,Premium,59,84.99,7597.99,UPI,0,Month-to-Month,No
CUST10368,Male,64,West,Standard,38,22.47,7989.08,Credit Card,9,Month-to-Month,No
CUST10369,Male,33,East,Premium,69,101.03,1959.72,Credit Card,9,Two Year,No
CUST10370,Female,54,West,Premium,53,73.66,5843.14,Bank Transfer,4,Two Year,No
CUST10371,Female,37,South,Standard,15,47.82,3086.45,UPI,9,One Year,Yes
CUST10372,Female,23,South,Basic,26,26.16,164.05,UPI,9,Two Year,No
CUST10373,Female,36,North,Basic,48,36.25,173.09,Debit Card,2,One Year,No
CUST10374,Male,22,North,Premium,19,109.5,3738.47,Credit Card,7,Two Year,Yes
CUST10375,Female,20,North,Basic,9,88.6,3957.85,UPI,9,One Year,No
CUST10376,Female,18,East,Premium,64,44.99,278.3,UPI,0,Month-to-Month,No
CUST10377,Male,55,South,Standard,54,26.56,5526.73,Debit Card,1,Month-to-Month,No
CUST10378,Female,32,West,Standard,51,89.06,2422.63,Debit Card,2,One Year,No
CUST10379,Male,51,North,Premium,39,77.24,4523.16,Bank Transfer,2,Month-to-Month,Yes
CUST10380,Female,52,West,Standard,4,60.45,2477.26,Credit Card,7,Month-to-Month,No
CUST10381,Female,66,West,Standard,3,56.36,1420.36,UPI,4,Month-to-Month,No
CUST10382,Female,42,North,Standard,64,41.68,3316.67,Bank Transfer,7,Two Year,No
CUST10383,Male,41,South,Basic,29,86.96,1934.96,Credit Card,5,Month-to-Month,No
CUST10384,Male,29,North,Standard,11,117.07,4324.93,Bank Transfer,1,One Year,No
CUST10385,Female,35,West,Basic,58,37.57,1670.75,Credit Card,3,One Year,No
CUST10386,Male,32,North,Premium,27,79.71,4116.41,Credit Card,8,Two Year,No
CUST10387,Male,61,West,Premium,21,62.42,1343.29,UPI,3,Two Year,No
CUST10388,Male,33,West,Basic,39,64.67,5400.7,Credit Card,4,One Year,No
CUST10389,Male,44,North,Standard,46,45.41,6056.11,Debit Card,4,Month-to-Month,No
CUST10390,Male,25,East,Standard,66,102.51,972.11,UPI,9,Month-to-Month,No
CUST10391,Male,63,North,Basic,36,68.53,3795.64,Debit Card,7,Month-to-Month,Yes
CUST10392,Female,42,East,Premium,65,74.34,659.89,Bank Transfer,5,One Year,No
CUST10393,Female,34,West,Basic,63,50.48,4825.64,Bank Transfer,9,Two Year,No
CUST10394,Male,46,West,Basic,35,38.18,2188.79,Credit Card,6,One Year,No
CUST10395,Female,25,East,Standard,31,28.59,4268.23,Credit Card,5,Month-to-Month,No
CUST10396,Female,32,West,Standard,28,91.41,4187.94,Debit Card,4,Month-to-Month,No
CUST10397,Female,44,East,Standard,1,39.62,7402.4,Debit Card,4,Month-to-Month,No
CUST10398,Female,63,East,Standard,25,89.01,4437.76,Debit Card,2,Month-to-Month,Yes
CUST10399,Male,67,West,Standard,43,59.04,4705.69,Bank Transfer,6,Month-to-Month,Yes
CUST10400,Female,69,South,Standard,67,61.58,3273.06,Debit Card,9,Month-to-Month,No
CUST10401,Female,24,East,Basic,63,66.92,7597.73,UPI,4,One Year,No
CUST10402,Male,20,North,Basic,51,56.77,6239.77,UPI,6,Month-to-Month,No
CUST10403,Male,46,North,Basic,2,30.06,2354.7,Bank Transfer,1,Month-to-Month,No
CUST10404,Female,61,West,Basic,64,50.96,6769.26,Debit Card,8,Two Year,No
CUST10405,Female,41,South,Standard,69,86.37,3515.93,Debit Card,7,Month-to-Month,No
CUST10406,Female,20,West,Basic,9,86.58,6646.47,Credit Card,4,Month-to-Month,No
CUST10407,Female,37,South,Basic,2,48.62,6600.82,UPI,1,Month-to-Month,No
CUST10408,Female,63,East,Basic,34,66.01,1592.07,Bank Transfer,5,Month-to-Month,No
CUST10409,Female,32,East,Premium,60,39.34,5639.01,Debit Card,7,Month-to-Month,No
CUST10410,Male,42,East,Premium,61,41.04,2396.08,Credit Card,6,Month-to-Month,No
CUST10411,Female,47,East,Standard,31,22.3,2450.19,Bank Transfer,7,Month-to-Month,No
CUST10412,Female,31,North,Premium,10,109.67,2441.15,Bank Transfer,3,Month-to-Month,No
CUST10413,Male,24,North,Standard,36,41.07,5831.99,UPI,2,Month-to-Month,No
CUST10414,Male,34,West,Standard,49,42.75,1915.63,Debit Card,6,Two Year,No
CUST10415,Male,61,South,Basic,70,47.96,107.16,Bank Transfer,1,Month-to-Month,Yes
CUST10416,Male,37,East,Standard,49,32.74,5750.37,Credit Card,4,Two Year,No
CUST10417,Female,53,East,Standard,3,83.93,1452.36,Credit Card,6,Month-to-Month,No
CUST10418,Female,26,South,Standard,5,27.51,925.41,Bank Transfer,0,Month-to-Month,No
CUST10419,Female,55,South,Standard,61,33.42,1976.38,Credit Card,3,One Year,No
CUST10420,Female,65,West,Standard,26,84.48,3101.21,Bank Transfer,1,Month-to-Month,Yes
CUST10421,Female,39,South,Standard,5,53.97,3859.66,Credit Card,5,Month-to-Month,Yes
CUST10422,Female,19,East,Premium,15,90.79,452.1,Bank Transfer,0,One Year,No
CUST10423,Male,41,East,Basic,16,75.74,7767.53,Bank Transfer,6,Month-to-Month,Yes
CUST10424,Female,25,East,Standard,1,45.6,5756.9,Bank Transfer,2,One Year,No
CUST10425,Male,28,East,Standard,16,85.08,2653.23,Credit Card,0,Two Year,Yes
CUST10426,Male,30,East,Standard,37,31.63,2617.71,Bank Transfer,7,Month-to-Month,No
CUST10427,Female,34,West,Standard,3,73.64,3643.49,UPI,6,Month-to-Month,Yes
CUST10428,Male,25,East,Basic,52,63.71,5047.33,Bank Transfer,1,Month-to-Month,No
CUST10429,Female,38,West,Standard,47,46.79,1256.35,Debit Card,6,Two Year,No
CUST10430,Male,35,East,Basic,13,80.4,1592.55,Debit Card,2,One Year,Yes
CUST10431,Female,47,North,Standard,55,107.13,6889.53,UPI,8,Two Year,No
CUST10432,Male,35,North,Standard,21,119.89,2124.41,Bank Transfer,7,Month-to-Month,No
CUST10433,Female,63,North,Standard,66,80.78,3103.54,Debit Card,4,One Year,No
CUST10434,Female,64,North,Basic,54,60.47,6983.05,Bank Transfer,6,Month-to-Month,Yes
CUST10435,Female,48,West,Standard,27,42.52,5338.87,Debit Card,2,Month-to-Month,No
CUST10436,Female,55,West,Basic,38,45.71,2799.52,Credit Card,0,Two Year,No
CUST10437,Female,49,South,Premium,58,67.95,5501.23,Credit Card,0,Month-to-Month,No
CUST10438,Male,28,East,Premium,62,56.73,255.5,UPI,1,Two Year,No
CUST10439,Male,62,North,Premium,46,111.38,5911.58,UPI,7,Month-to-Month,No
CUST10440,Male,42,West,Standard,11,56.83,3947.43,Bank Transfer,0,One Year,No
CUST10441,Female,50,East,Standard,8,57.34,6524.14,UPI,4,Month-to-Month,No
CUST10442,Male,55,East,Basic,71,58.35,7641.64,Bank Transfer,8,Month-to-Month,Yes
CUST10443,Female,58,West,Basic,64,103.66,7413.73,Credit Card,8,Month-to-Month,No
CUST10444,Female,25,North,Standard,21,85.08,7283.19,Credit Card,1,Month-to-Month,No
CUST10445,Male,28,South,Standard,63,81.42,4146.14,Debit Card,6,Month-to-Month,No
CUST10446,Male,39,East,Premium,64,53.41,2945.12,Bank Transfer,0,One Year,No
CUST10447,Female,68,South,Basic,20,101.79,3773.78,Credit Card,2,Month-to-Month,No
CUST10448,Male,41,North,Premium,8,23.84,5550.18,Credit Card,5,Month-to-Month,No
CUST10449,Female,58,North,Standard,58,107.08,7083.58,Bank Transfer,8,Month-to-Month,No
CUST10450,Female,34,South,Standard,46,71.27,1735.19,Debit Card,9,Month-to-Month,No
CUST10451,Female,29,North,Basic,31,59.83,7353.73,Debit Card,1,One Year,Yes
CUST10452,Female,63,East,Basic,9,69.72,6539.92,Debit Card,6,Two Year,No
CUST10453,Female,49,South,Standard,15,86.74,7832.96,Debit Card,3,Month-to-Month,No
CUST10454,Male,32,North,Standard,26,21.28,7053.99,Credit Card,1,Month-to-Month,No
CUST10455,Male,33,South,Basic,10,107.16,2311.5,Bank Transfer,2,One Year,No
CUST10456,Female,39,East,Standard,29,64.67,937.05,Bank Transfer,5,Month-to-Month,No
CUST10457,Female,45,North,Premium,36,54.3,986.7,Credit Card,9,Month-to-Month,No
CUST10458,Male,37,East,Premium,37,33.82,2400.66,Credit Card,8,Month-to-Month,No
CUST10459,Male,50,North,Premium,71,63.95,4952.05,Credit Card,7,Month-to-Month,No
CUST10460,Female,27,West,Basic,23,69.63,6454.13,UPI,9,Month-to-Month,Yes
CUST10461,Male,57,North,Basic,41,60.36,7204.08,Bank Transfer,8,Month-to-Month,No
CUST10462,Female,49,South,Standard,28,87.87,5027.65,Bank Transfer,3,One Year,Yes
CUST10463,Male,67,North,Standard,48,62.09,144.49,Bank Transfer,3,Month-to-Month,No
CUST10464,Female,50,East,Basic,38,116.14,1571.9,Debit Card,8,Month-to-Month,No
CUST10465,Male,19,East,Basic,31,79.93,887.84,Credit Card,7,Month-to-Month,No
CUST10466,Female,50,North,Standard,14,100.75,2970.26,Credit Card,1,Month-to-Month,No
CUST10467,Male,50,South,Basic,29,30.94,4060.67,Credit Card,7,Month-to-Month,Yes
CUST10468,Male,58,West,Basic,51,59.73,442.84,UPI,0,Two Year,No
CUST10469,Female,30,South,Basic,49,53.68,2852.98,Bank Transfer,8,Month-to-Month,No
CUST10470,Male,47,West,Basic,43,76.95,1515.52,Credit Card,8,One Year,No
CUST10471,Female,50,East,Standard,5,106.11,5211.85,UPI,7,Month-to-Month,No
CUST10472,Male,30,South,Standard,42,27.83,3767.75,Credit Card,4,One Year,No
CUST10473,Female,69,West,Standard,7,27.26,4013.01,Debit Card,4,Month-to-Month,No
CUST10474,Male,43,North,Basic,42,105.03,3478.77,Bank Transfer,2,Month-to-Month,No
CUST10475,Female,39,East,Basic,36,41.29,7652.56,UPI,4,One Year,No
CUST10476,Male,56,North,Standard,27,86.88,1796.41,Credit Card,3,Month-to-Month,No
CUST10477,Female,19,East,Standard,58,74.29,4181.65,Bank Transfer,0,One Year,No
CUST10478,Male,55,South,Standard,46,103.29,5914.54,UPI,8,Month-to-Month,No
CUST10479,Female,56,South,Basic,66,32.51,4499.07,Bank Transfer,9,Two Year,Yes
CUST10480,Female,43,East,Premium,25,32.98,7439.26,Bank Transfer,3,One Year,No
CUST10481,Female,63,East,Basic,27,75.68,3085.95,Debit Card,2,Two Year,Yes
CUST10482,Male,67,East,Standard,1,114.64,3763.04,Bank Transfer,5,Month-to-Month,Yes
CUST10483,Female,32,South,Standard,42,61.5,799.33,UPI,0,Month-to-Month,No
CUST10484,Male,51,West,Standard,52,52.69,4911.09,Bank Transfer,4,One Year,Yes
CUST10485,Female,59,North,Basic,25,80.67,2376.87,UPI,6,Two Year,No
CUST10486,Male,61,North,Standard,54,113.04,1366.44,Bank Transfer,1,Two Year,Yes
CUST10487,Female,66,South,Standard,67,103.69,4401.8,Credit Card,9,Month-to-Month,Yes
CUST10488,Male,57,North,Basic,6,119.55,4305.25,Debit Card,8,One Year,Yes
CUST10489,Male,28,East,Basic,58,22.26,699.39,Credit Card,5,Month-to-Month,Yes
CUST10490,Female,20,West,Basic,70,31.29,5615.9,Debit Card,1,Month-to-Month,No
CUST10491,Male,23,North,Premium,53,80.95,5027.8,UPI,7,Month-to-Month,No
CUST10492,Male,26,West,Basic,66,102.06,1593.24,Debit Card,7,Month-to-Month,No
CUST10493,Female,23,East,Premium,58,48.52,3808.54,Bank Transfer,0,Two Year,No
CUST10494,Male,26,North,Standard,2,43.92,5790.55,Bank Transfer,0,Month-to-Month,No
CUST10495,Male,56,South,Premium,22,98.7,4282.54,Credit Card,0,One Year,Yes
CUST10496,Male,48,West,Premium,37,25.64,3224.36,Debit Card,3,Month-to-Month,No
CUST10497,Female,49,East,Standard,20,56.94,2646.47,UPI,3,Month-to-Month,Yes
CUST10498,Male,58,West,Basic,24,70.58,4922.11,UPI,7,Month-to-Month,No
CUST10499,Female,67,North,Basic,65,76.03,7518.96,Bank Transfer,0,Month-to-Month,Yes
CUST10500,Male,29,North,Basic,65,92.86,5406.78,UPI,9,Month-to-Month,No
CUST10501,Male,25,South,Standard,1,55.48,690.49,Bank Transfer,2,One Year,Yes
CUST10502,Male,25,East,Basic,3,81.27,3739.41,Bank Transfer,0,Two Year,Yes
CUST10503,Female,67,East,Basic,46,78.54,7137.51,Bank Transfer,8,Month-to-Month,No
CUST10504,Male,45,South,Standard,55,74.76,846.25,Credit Card,9,Month-to-Month,No
CUST10505,Male,37,South,Premium,64,84.05,7912.12,Credit Card,8,Month-to-Month,No
CUST10506,Female,64,East,Basic,45,45.94,7597.65,Bank Transfer,6,One Year,No
CUST10507,Male,24,West,Basic,26,28.46,718.37,Bank Transfer,7,Month-to-Month,No
CUST10508,Female,28,West,Basic,65,31.93,7473.97,Bank Transfer,0,Month-to-Month,No
CUST10509,Female,37,South,Premium,24,42.46,2968.75,UPI,4,Month-to-Month,No
CUST10510,Male,33,West,Standard,35,70.02,6773.2,Bank Transfer,1,Two Year,No
CUST10511,Female,21,East,Basic,24,104.04,3405.23,Bank Transfer,0,Month-to-Month,No
CUST10512,Male,23,North,Basic,28,90.13,3582.76,Debit Card,2,Month-to-Month,No
CUST10513,Female,39,North,Basic,16,98.9,5110.52,Debit Card,6,Two Year,No
CUST10514,Female,43,West,Basic,59,55.1,6218.37,Debit Card,0,One Year,No
CUST10515,Male,20,South,Premium,54,60.47,366.93,Debit Card,1,One Year,No
CUST10516,Female,58,South,Standard,16,59.37,4785.93,Bank Transfer,1,Month-to-Month,No
CUST10517,Female,59,South,Standard,15,39.19,1575.19,Debit Card,3,Two Year,No
CUST10518,Female,31,South,Premium,11,26.12,2833.0,UPI,2,One Year,No
CUST10519,Female,28,South,Basic,65,79.09,2848.95,UPI,2,Two Year,No
CUST10520,Female,35,West,Standard,68,118.92,3805.58,Debit Card,9,One Year,No
CUST10521,Male,29,North,Premium,43,36.68,2739.68,Credit Card,4,One Year,Yes
CUST10522,Female,40,North,Basic,69,24.67,948.15,UPI,2,Month-to-Month,No
CUST10523,Male,29,West,Standard,13,97.95,1250.47,UPI,6,Month-to-Month,Yes
CUST10524,Female,30,South,Basic,10,45.26,364.16,Debit Card,4,One Year,No
CUST10525,Male,42,West,Basic,41,102.96,3814.97,Debit Card,3,Month-to-Month,No
CUST10526,Male,62,North,Basic,50,90.39,7640.14,Bank Transfer,2,Month-to-Month,No
CUST10527,Female,68,East,Standard,71,114.57,1013.83,UPI,3,Month-to-Month,No
CUST10528,Female,36,West,Standard,59,60.89,7575.49,Debit Card,1,One Year,Yes
CUST10529,Female,63,South,Premium,39,86.2,5893.56,Debit Card,0,Month-to-Month,Yes
CUST10530,Male,53,North,Standard,3,66.49,5136.24,Bank Transfer,2,One Year,No
CUST10531,Female,62,North,Premium,7,83.06,5197.69,UPI,1,One Year,Yes
CUST10532,Male,25,North,Premium,49,64.96,6631.15,Debit Card,0,Month-to-Month,No
CUST10533,Male,46,North,Basic,26,38.86,944.67,Bank Transfer,0,Month-to-Month,No
CUST10534,Male,49,South,Standard,33,70.79,4087.56,Debit Card,1,Month-to-Month,No
CUST10535,Female,68,East,Basic,48,72.86,5607.02,Credit Card,8,Month-to-Month,No
CUST10536,Female,61,North,Standard,2,101.06,4735.88,Credit Card,4,Month-to-Month,No
CUST10537,Male,35,West,Premium,71,93.55,6678.95,Debit Card,8,Month-to-Month,No
CUST10538,Male,23,East,Basic,32,86.38,670.95,UPI,7,Two Year,No
CUST10539,Female,35,North,Standard,4,31.34,5556.54,Credit Card,5,Month-to-Month,Yes
CUST10540,Male,36,East,Standard,20,92.06,4318.82,Bank Transfer,0,One Year,No
CUST10541,Female,39,West,Standard,36,70.03,3095.37,Debit Card,9,Month-to-Month,No
CUST10542,Male,54,North,Basic,32,109.41,2788.17,Bank Transfer,4,One Year,Yes
CUST10543,Female,49,West,Basic,28,111.99,5004.58,Credit Card,0,Month-to-Month,No
CUST10544,Male,58,South,Basic,1,25.52,7138.86,UPI,6,One Year,No
CUST10545,Female,20,North,Basic,60,102.06,4019.79,Bank Transfer,9,One Year,No
CUST10546,Male,45,North,Basic,56,23.77,6615.31,Credit Card,7,One Year,No
CUST10547,Female,27,North,Standard,35,56.72,3277.04,Credit Card,7,Month-to-Month,No
CUST10548,Female,68,North,Basic,30,74.23,908.92,Credit Card,6,One Year,No
CUST10549,Male,52,South,Premium,54,34.81,585.9,Bank Transfer,1,Month-to-Month,No
CUST10550,Male,46,North,Standard,36,94.63,505.54,Credit Card,4,Month-to-Month,No
CUST10551,Female,32,East,Standard,55,20.84,3103.19,Debit Card,3,Month-to-Month,No
CUST10552,Male,50,North,Standard,58,36.86,2764.18,Credit Card,4,Month-to-Month,No
CUST10553,Female,24,South,Standard,65,78.08,5771.7,Debit Card,9,Month-to-Month,Yes
CUST10554,Male,29,North,Premium,69,91.44,5968.29,UPI,8,One Year,Yes
CUST10555,Female,66,East,Basic,51,111.66,501.75,Debit Card,3,Month-to-Month,No
CUST10556,Female,47,South,Basic,22,90.55,1846.87,UPI,7,Month-to-Month,No
CUST10557,Female,38,South,Standard,53,87.18,2266.67,UPI,7,Month-to-Month,No
CUST10558,Female,48,East,Basic,36,59.43,4426.13,Debit Card,1,One Year,No
CUST10559,Female,41,East,Basic,68,20.13,1241.67,UPI,5,Month-to-Month,Yes
CUST10560,Female,37,East,Basic,36,32.02,1158.14,Debit Card,4,Month-to-Month,No
CUST10561,Male,54,East,Basic,52,73.46,7555.93,Bank Transfer,1,One Year,Yes
CUST10562,Male,21,East,Standard,53,87.51,6453.2,UPI,9,Month-to-Month,No
CUST10563,Male,45,South,Basic,50,61.74,1527.17,Debit Card,3,Month-to-Month,No
CUST10564,Female,61,South,Premium,41,93.07,3311.89,UPI,6,Month-to-Month,No
CUST10565,Female,37,North,Standard,18,72.19,2909.41,Credit Card,0,One Year,Yes
CUST10566,Female,41,North,Standard,22,27.42,6348.93,Debit Card,8,One Year,No
CUST10567,Female,67,West,Standard,66,39.2,4130.68,Credit Card,9,Month-to-Month,No
CUST10568,Male,66,North,Premium,21,104.0,1110.01,UPI,0,Month-to-Month,No
CUST10569,Male,68,North,Basic,44,92.49,5938.04,UPI,4,Month-to-Month,No
CUST10570,Female,49,East,Premium,47,109.48,3235.42,Bank Transfer,6,One Year,No
CUST10571,Male,58,East,Standard,39,31.76,2177.1,Debit Card,7,Two Year,No
CUST10572,Male,53,North,Standard,29,119.02,3066.44,Credit Card,1,Month-to-Month,No
CUST10573,Female,51,West,Standard,54,40.94,4032.28,Bank Transfer,3,Month-to-Month,No
CUST10574,Male,53,East,Basic,17,21.18,2810.61,UPI,1,One Year,No
CUST10575,Female,19,North,Standard,60,119.74,2011.06,UPI,3,One Year,No
CUST10576,Male,32,North,Standard,31,48.11,3248.17,Bank Transfer,5,Two Year,No
CUST10577,Female,51,South,Basic,49,86.8,251.47,Credit Card,5,One Year,Yes
CUST10578,Female,53,West,Standard,2,37.67,6202.73,UPI,1,Two Year,No
CUST10579,Female,23,South,Basic,48,78.02,1450.46,UPI,3,Month-to-Month,Yes
CUST10580,Female,56,West,Basic,14,110.4,446.85,Debit Card,3,Month-to-Month,No
CUST10581,Male,59,East,Basic,59,52.02,5264.22,Bank Transfer,0,Month-to-Month,No
CUST10582,Female,68,West,Basic,58,87.03,6214.1,UPI,1,One Year,No
CUST10583,Female,68,North,Standard,58,38.79,6529.25,Credit Card,2,Month-to-Month,No
CUST10584,Female,29,North,Basic,51,82.48,3998.72,Debit Card,4,Month-to-Month,No
CUST10585,Male,20,West,Premium,2,53.65,1722.41,Bank Transfer,7,Month-to-Month,No
CUST10586,Female,62,West,Standard,41,41.12,5924.1,Credit Card,5,Month-to-Month,No
CUST10587,Male,35,West,Basic,16,51.32,5627.73,UPI,2,Two Year,No
CUST10588,Female,57,South,Standard,4,37.88,2045.54,Bank Transfer,5,Month-to-Month,No
CUST10589,Male,38,West,Premium,12,110.19,7236.92,Bank Transfer,6,Month-to-Month,No
CUST10590,Male,32,East,Standard,29,59.72,924.53,Credit Card,5,One Year,Yes
CUST10591,Female,50,South,Basic,7,44.53,7863.24,Bank Transfer,9,Month-to-Month,No
CUST10592,Male,52,South,Premium,14,64.84,6895.96,Credit Card,5,One Year,No
CUST10593,Female,43,West,Standard,12,52.05,5534.4,UPI,0,One Year,No
CUST10594,Female,25,East,Basic,5,94.44,7516.12,Debit Card,2,Two Year,No
CUST10595,Female,53,South,Basic,32,117.12,5806.26,Credit Card,6,Two Year,No
CUST10596,Male,65,North,Standard,43,63.8,1604.61,Debit Card,3,Month-to-Month,No
CUST10597,Male,47,South,Basic,69,106.1,3593.03,Bank Transfer,3,Month-to-Month,No
CUST10598,Female,40,West,Premium,45,76.59,664.87,Credit Card,6,Month-to-Month,No
CUST10599,Female,59,East,Basic,9,35.72,3178.29,UPI,8,Month-to-Month,Yes
CUST10600,Male,61,West,Premium,49,89.06,5958.66,Credit Card,1,Month-to-Month,No
CUST10601,Female,31,North,Standard,33,71.34,3152.9,Credit Card,8,Month-to-Month,No
CUST10602,Female,31,North,Basic,18,85.06,2709.32,Credit Card,2,Two Year,No
CUST10603,Female,19,North,Basic,9,108.97,4803.31,Debit Card,5,Month-to-Month,No
CUST10604,Male,54,West,Standard,62,64.04,6990.42,Debit Card,3,Month-to-Month,Yes
CUST10605,Male,22,South,Standard,57,110.12,475.91,Bank Transfer,0,Month-to-Month,No
CUST10606,Male,55,West,Standard,29,95.07,3145.22,Bank Transfer,8,Month-to-Month,No
CUST10607,Female,62,East,Basic,25,68.86,1350.1,Bank Transfer,5,Two Year,No
CUST10608,Female,58,South,Basic,15,80.32,5593.3,Bank Transfer,7,Month-to-Month,No
CUST10609,Female,64,North,Basic,6,52.56,935.22,Credit Card,1,One Year,No
CUST10610,Male,31,West,Standard,42,118.36,5351.98,Debit Card,6,Month-to-Month,No
CUST10611,Female,56,North,Basic,29,86.74,2360.83,Debit Card,5,Month-to-Month,Yes
CUST10612,Female,42,North,Standard,4,24.38,1671.44,Debit Card,1,Month-to-Month,No
CUST10613,Female,37,East,Standard,57,52.66,7497.19,Debit Card,1,One Year,No
CUST10614,Female,19,South,Premium,49,82.33,246.34,Bank Transfer,3,Month-to-Month,No
CUST10615,Male,56,East,Basic,44,25.63,3558.44,Credit Card,3,Month-to-Month,No
